UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
6165,51117,,17-03-2020,"Suspected Covid-19 persons in isolation ward demand non-veg food, hosp denies https://t.co/Afqo5CXAan",Negative
6166,51118,"Whitby, Ontario",17-03-2020,"@OntEnergyBoard As OEB has oversight of energy prices in Ontario, when is OEB going to halt Peek Pricing to help alleviate strain consumer budgets during COVID-19? According to Elexion Energy this is your call to make. @ElexiconEnergy",Positive
6167,51119,"Phoenix, Arizona",17-03-2020,"We've launched a COVID-19 information page with lots of money-saving tips and links to relevant financial information. 

https://t.co/jBdxsnkwC0",Positive
6168,51120,Falmouth / Swansea / Ponty,17-03-2020,Online shopping for toilet roll has driven me to pour yet ANOTHER glass of wine for the 948373rd night in a row... #coronavirus #stayhomechallenge #COVID19 #Corvid19uk https://t.co/eGu8PDsYsm,Neutral
6169,51121,"Long Beach, CA",17-03-2020,"Great way to support the health of the community. #COVID19

https://t.co/GLEPilFhPX",Positive
6170,51122,,17-03-2020,@JustinTrudeau get your shit together. The #coronavirus is going to be a disaster with you in leadership. Lock it down. Close borders.  People I know are coming back from vacation yesterday and are at the grocery store today @CP24 @CTVNews @CTVToronto,Negative
6171,51123,"New Delhi, India",17-03-2020,"Women, have you stocked up on your period necessities? Both pain medication and sanitary products? 



Please do. Also consider switching to a cup since we may face a situation where there is no one to dispose off garbage for a few days as well. But otherwise also, get your stuff.",Negative
6172,51124,Toronto & Infinity,17-03-2020,"Stuart Wilde in his 1993 book Whispering Winds of Change, the first chapter. this is what were experiencing now because of Covid-19. The old consumer world ego is dying. This is a huge wake up call on a spiritual https://t.co/4rMyKQ3bvB",Positive
6173,51125,India,17-03-2020,"Ill do anything for saving my country. We are not charging high prices from any of our customers, they are selling it thoroughly by their own wish. No one is intend to sell it over MRPS. Please report us if any one selling our product over MRP. Lets save India #COVID2019",Positive
6174,51126,,17-03-2020,Day 1 Social Distancing: I have some onions. Panic buying has caused local supermarket to run out of onions. @linakitteh needs onions. I need more cat food. Lina trades me cat food and cat litter for onions. Sends to my house. Barter system is back! #COVID2019 #Malaysialockdown,Negative
6175,51127,huddersfield,17-03-2020,This world has gone absolutely fucking mad because of this #coronavirus #COVID19 no food on the shelves! Dickheads panic buying more than they need! We have no food in and can not get fuck all because of these idiots!,Negative
6176,51128,"New York, USA",17-03-2020,"Seattle will offer $800 grocery store vouchers to 6,000 families

.

Keep Checking Corona Live Updates -- #COVID2019 #COVID #COVID19  #Corona #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #Korona #QuarentineLife #StPatricksDay",Neutral
6177,51129,"Miami, FL",17-03-2020,"#Covid19 Update: Amazon hiring 100,000 workers to keep up with online shopping surge https://t.co/DDlvxaFaWR



#telecom #business #livecoverage #coronavirus",Positive
6178,51130,Australia,17-03-2020,"@kate_universe Hi Kate, weve announced our offers for consumer and small business customers here https://t.co/2L5H19ADvy . These are unprecedented times and we will continue to provide updates on our business, people, policies and customers on Telstra E",Neutral
6179,51131,wonderland,17-03-2020,"Went to grocery  store it was pretty good mostly packaged meat ???? I got my meat from butcher he had everything I wanted~got all on my list ~ they are not even hording the right stuff????oh well??

#coronavirus 

#selfquarantine https://t.co/3uBXavEsyw",Positive
6180,51132,"Texas, USA",17-03-2020,Governor @GregAbbott_TX should order all non-essential state employees to work from home #txlege https://t.co/lrMTpUF26I,Positive
6181,51133,"Texas, USA",17-03-2020,Protecting consumers amid the pandemic #TXlege https://t.co/iWj5c17o1x,Neutral
6182,51134,Texas,17-03-2020,"Several cyber scams involving false emails or text messages have been reported. All Texans are advised to be on alert for electronic communications with dangerous attachments or fraudulent website links.



Click below for tips to avoid cyber scams:

https://t.co/9aYJhrBQ3B",Negative
6183,51135,DAL | LBK,17-03-2020,"Update from when I went to the grocery store at 6am: meat is nearly gone, I was able to snag a roll of toilet paper, we took the last bread, stocked up on frozen veggies, &amp; my school STILL hasnt extended spring break. 



Everyone really is out here wildin. Stay safe #COVID2019",Positive
6184,51136,Thailand,17-03-2020,"?? ??? ???. ????????-????? ?????? 3 ????????????????????? 3 ????? ??????? ??.?.-??.?.63

https://t.co/bjgTQlbzNX",Neutral
6185,51137,"England, United Kingdom",17-03-2020,"If you can afford it , and are having to self isolate , why not do your Christmas shopping now and support our online small creative business. #COVID2019 #CoronavirusOutbreak  #Christmas #shoppingonline #TuesdayMotivation https://t.co/kXcMW26Mpo",Positive
6186,51138,Oman,17-03-2020,"The Public Authority for Consumer Protection (PACP) has launched a major crackdown on pharmacies who are hiking the prices.

@pacp_oman 

#COVID2019 

#????



#?????_19



#???????????????



https://t.co/GROGbU8unc",Positive
6187,51139,Parts Unknown,17-03-2020,Dont forget about the grocery store and gas station employees out there. Shut these down and people would riot. Most make minimum wage and get zero respect. This has made it clear how vital these jobs are to all of us. Its time they get a huge raise or bonus #coronavirus,Positive
6188,51140,A place on Earth,17-03-2020,"Going to the store and barely being able to stock up on food and being unable to find toilet paper is just a preview of what will be a permanent part of our lives if Bernie Sanders is elected 



At least this virus showed us that



#ChineseVirus #coronavirus #COVID2019",Neutral
6189,51141,"Wilmington, NC",17-03-2020,There is no need to panic buy. There is plenty of food and production is still underway. The surge in buying just overwhelmed the ordering/stocking of stores. #covid2019 #coronavirus https://t.co/LY85tOTN9F,Negative
6190,51142,,17-03-2020,"""We should significantly cut VAT to stimulate consumer demand around the world, with particularly aggressive cuts from countries hit hardest by the outbreak.""

#Coronavirus https://t.co/dgnqkk5nXu",Negative
6191,51143,"Ithaca, NY",17-03-2020,"COVID-19 causes business to boom for Ithaca-based online grocery platform Rosie

https://t.co/E7ykocM6Tq",Neutral
6192,51144,"Suva, Fiji",17-03-2020,The Consumer Council of Fiji says it has noted some incidents of panic buying linked to the #COVID19 coronavirus. #TimesNews #FijiNews https://t.co/afcv47QcYU,Negative
6193,51145,"Upper Saddle River, NJ",17-03-2020,Coronavirus Watch - manufacturers are focusing on producing the highest priority items to address the unprecedented surge in demand: https://t.co/I3jHYnvNoP #coronavirus #coronavirusoutbreak #food #foodinstitute #foodindustry #coronaviruswatch https://t.co/j0zOgbEnIl,Negative
6194,51146,"Savannah, GA",17-03-2020,"So glad I dont:

Live in a big city. 

Rely on takeout/dine out.

Rely on delivery. 

Rely on transport.



So glad I DO:

Have 6 month stock of food.

Own guns/ammo.

Have most family/friends within blocks.

Live in a small town with woods. 

Have a big truck/fam car.

#coronavirus https://t.co/RxtyMKqFQy",Positive
6195,51147,Hyderabad,17-03-2020,Hyderabad: Consumer forum adjourns for a month #COVID-19 #TelanganaStateConsumer #Hyderabad #Khairthabad https://t.co/uHdmA1MTrd,Neutral
6196,51148,"Washington, DC",17-03-2020,"Dr. Deborah Birx: ""We're asking the younger generations to stop going out in public places, to bars and restaurants, and spreading asymptomatic virus onto countertops and knobs and grocery stores and grocery carts."" https://t.co/zU3s1ZA0rF",Negative
6197,51149,"Owerri, Imo State Nigeria",17-03-2020,"Canadians do not need to panic about food shortages amid COVID-19, experts say  National https://t.co/Cun5iWhi4u https://t.co/pnbJGiwyO9",Positive
6198,51150,"North Charleston, SC",17-03-2020,"SC CORONAVIRUS UPDATE | If you've been out &amp; about, you've seen the empty grocery store shelves due to the #coronavirus. Even Amazon sold out of toilet paper several days ago! Today Amazon announced this via email: https://t.co/K1qJQM9rrI https://t.co/UXc8nxQqQR",Positive
6199,51151,"London, England",17-03-2020,"Local authorities must urgently ensure that planning controls are not a barrier to food delivery to retailers by distributors and the freight industry amid the disruption caused by the coronavirus

https://t.co/8N2dMZJluR

#Coronavirus #Covid?19UK https://t.co/rB6Gag3OKY",Positive
6200,51152,"Connecticut, USA",17-03-2020,"""Lets all agree to be kind &amp; courteous to the heroes working frantically to restock grocery store shelves..."" - @RealNadiaB. #coronavirus 

https://t.co/5ylYjKmlu5",Positive
6201,51153,"London, England",17-03-2020,"Retail store announced shutting of some restaurants in store and reduced trading hours. What is the point of that?

#ShutItDown

#coronavirus #CoronavirusOutbreak #COVID19KE #QuarantineLife #COVID19",Neutral
6202,51154,"united stated, nation wide",17-03-2020,Stay In And Shop Online... Help Prevent The Spread Of COVID-19 With The Shoppers Circle App. #theshopperscircle #discounts #save #deal #shopping #coronaviruspandemic #stayinghome #stayhome #prevention #preventativehealth #preventionisbetterthancure #preventioniskey #cov?d19 https://t.co/xSs2wgDDDk,Positive
6203,51155,London,17-03-2020,"In this time of crisis, get The Sun delivered FREE to your home for 12 weeks https://t.co/DCMhqPRJu4",Neutral
6204,51156,Australia,17-03-2020,"Urgent travel warnings, supermarket chaos, and the hunt for a COVID-19 vaccine. Take a look at the latest coronavirus news. #9Today https://t.co/OdcA5ZyIw0",Negative
6205,51157,,17-03-2020,Many Americans cannot even risk going to a grocery store even before #coronavirus but now cannot even get food orders from #WalmartGroceries nor #Amazon #AmazonFresh,Positive
6206,51158,"France, as often as possible",17-03-2020,"UK supermarket group Morrisons has announced it will recruit 3,500 new staff - and boost its home delivery service, to cope with the surge of demand due to the coronavirus. https://t.co/fz4f43fE8e",Positive
6207,51159,,17-03-2020,"@OC_Scanner @CBSmichelegile @CBSLA @24hourfitness These are RNs, LVNs; CAREGIVERs, Food servers; Those who STOCK your food; deliver your food. Covid-19 will astronomically SPREAD at a shelter because caregivers are caring for COVID patients. Do you no",Positive
6208,51160,"Pickering, Ontario, Canada",17-03-2020,My sister works in retail and I find it criminal that she still has to work. They've curtailed store hrs to be from 11 AM-7 PM but it's not an essential place! On a more positive note my nephew is fine though he needs an inhaler. No COVID-19 there.,Positive
6209,51161,"Dallas, TX",17-03-2020,"U.S. retail sales down 0.5% in February and 4.3% (YoY), indicating consumer spending, which is a major driver in U.S. economy, was trending down prior to COVID-19. #ThinkWhyItMatters",Neutral
6210,51162,"Bradenton, Florida",17-03-2020,"@Publix @WinnDixie and all other grocery food chains need to check the temperatures of the shoppers coming into the store ... Period.



If a shopper has a temp, do their food shopping for them. 



People WILL take risks when they need food.



#co",Negative
6211,51163,,17-03-2020,4 weeks ago people in the supermarket thought I had debilitating diarrhoea when I purchased a 24 pack of TP. Now they think Im an inconsiderate arsehole with no regard for the elderly and vulnerable #coronavirus #shutdownaustralia #Covid_19 #TPShortage2020 #cantwin,Negative
6212,51164,"Sydney, New South Wales",17-03-2020,"@juntei &gt;&gt;about Covid-19, and I want to keep it that way. Because of her emetophobia she has become obsessive levels of general- and particularly food-hygiene conscious, constantly hand-washing, alcohol-wiping, and sanitising, so she definitely does",Positive
6213,51165,,17-03-2020,Is doing online shopping insensitive during the #coronavirus? Hate the idea of someone having to venture out but hate redundancy even more,Negative
6214,51166,East of England,17-03-2020,I I don't and will not panic buy ... tried to do a weekly food shop and couldn't even get t bags or sugar... thanks a lot you selfish bastards #panicbuyinguk #panicbuyers #Corvid19uk #coronavirus https://t.co/m0jaYUALMI,Negative
6215,51167,,17-03-2020,"what is the Trump administration doing  to help  restore the empty grocery store shelves?! Restaurant food isn't healthy for anyone @realDonaldTrump 

@POTUS #COVID2019",Positive
6216,51168,San Francisco,17-03-2020,"#Coronavirus will create huge demand for food delivery startups (doordash, instacart, etc) &amp; needed for restaurants to survive, but the deluge of orders doesnt bode well for customer experience... 

Side note: tip your delivery people well, they are literally risking their lives!",Positive
6217,51169,,17-03-2020,@Dunne4Ludlow when is govt going to get army or TA to help supermarkets supply shopping for vulnerable. Needs helplines/online slots only for vulnerable setting up. Dedicated delivery. No online slots atm for elderly parents 180 miles away. #COVID19 #coro,Positive
6218,51170,United States,17-03-2020,My husband called saying he found ? he was so excited ?? like as if he found Gold apparently I hear bread is hard to find among other things during the #coronavirus  #panicshopping  Even online shopping is not easy many items are out of stock . Prayers ? be safe .,Positive
6219,51171,"München, Bayern",17-03-2020,"According to Francesco La Camera @flacamera, Director-General 

@IRENA #COVID2019 might lead to opportunity to achieve energy transformation much quicker (CT)

https://t.co/Suphf7c4xz",Positive
6220,51172,"Guernsey, Channel Islands",17-03-2020,Bit pissed off!!! People taking advantage of the #Covid_19 outbreak by doubling their prices!! Get real people,Negative
6221,51173,,17-03-2020,"Coronavirus hits hard business across industries and stock markets have shrunk. While e-commerce has shown tremendous growth amid the COVID-19 outbreak. https://t.co/REdVLragLD



#COVID19 #coronavirus #SocialDistancing #ecommerce #ecommerce2020 #economy  https://t.co/7qiCgbWXEn",Positive
6222,51174,"Burbank, CA",17-03-2020,Dan Rather Praises Overlooked COVID-19 Heroes on Twitter https://t.co/FNm0nVSbZo,Positive
6223,51175,"Melbourne, Victoria, Australia",17-03-2020,"@ToomeyWright Get well ETW.

You need a t-shirt saying 'l have COVID-19 look what it does' 

You and Mr Basket will have the supermarket to yourselves.",Positive
6224,51176,London,17-03-2020,The global farmed sector is headed for a tough patch in terms of market prices with foodservice demand key to shrimp purchases likely to drop off thanks to the spread of the,Negative
6225,51177,"Riverdale, UT",17-03-2020,"The safety of our community &amp; staff is a top priority, esp. in the midst of #COVID19. From robust health measures to online shopping, know that your Tony Divino Toyota family is here for you. See all of our precautionary health measures &amp; dealer services: https://t.co/pzlxTNSpqQ https://t.co/a2PaTgFp2x",Positive
6226,51178,"Melbourne, Victoria, Australia",17-03-2020,Dont let Gracie or any other pets go without food. Stop Panic Buying Pet Food!!!!! #heraldsun #dog #pets #coronavirus #panicbuying #petsofinsta #dogsofinstagram #nikonphotography #petphotography #canine @lostdogshome https://t.co/GWWqeHYs9x,Positive
6227,51179,"Minneapolis, MN",17-03-2020,"Kinda seems like we should be prioritizing grocery store employees for COVID-19 testing, too. https://t.co/fZj7KDsarS",Positive
6228,51180,,17-03-2020,@scottliving towels @amazon they are better than your average towels &amp; at a great price! #stayhomechallenge #bathroom #coronavirus #Awareness #AwardsForMillennials #Parents #Online #shopping https://t.co/Kf5NR6ukkC,Positive
6229,51181,"Manchester, UK",17-03-2020,"So great news for those in isolation, no supermarket can deliver food for at least a week..!! Some up to 3 weeks! And you say people shouldn't stock up?!! So glad i have so much support from friends and family!! Be scary if u didn't.. #cfprobs #isolation #coronavirus",Positive
6230,51182,"1 Yonge St., Toronto, Canada",17-03-2020,"COVID-19 LATEST: Ontario declares state of emergency 



What's closing? 



 Public libraries

 Private schools and child care centres

 Bars and restaurants



And more. Updates here: https://t.co/DQRn7SKJdn",Positive
6231,51183,#TorontoTheGood,17-03-2020,"#Coronavirus #Canada #FoodSupplies - Canadians do not need to panic about food shortages amid COVID-19, experts say. https://t.co/4m2TD6gIAc via @Toronto_nian - Toronto's Own -",Positive
6232,51184,"Beverly Hills, CA",17-03-2020,"Flatten the curve?! Omg. I thought it said fatten the curve. Ive managed to eat three weeks of food I bought in panic, on Day One of my self-isolation! #COVID19PH #COVID2019 #COVID19 #Covid_19",Negative
6233,51185,,17-03-2020,"There should be a one time #taxcredit for #nurses, doctors, grocery store workers, janitors, etc on the front line of #coronavirus . They will have already paid society.",Neutral
6234,51186,Nigeria,17-03-2020,"#PanicBuying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More @bopinion: https://t.co/BmmrLyCnWN #coronavirus #COVID2019 https://t.co/YIqVryEUDY VIA @QuickTake",Positive
6235,51187,Nigeria,17-03-2020,"?? #PanicBuying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More via @bopinion: https://t.co/ET0rePxUwe #coronavirus #COVID2019 https://t.co/5PRBgILEZZ VIA @QuickTake",Positive
6236,51188,Nigeria,17-03-2020,"Panic buying is not limited to supermarkets and pharmacies. While food flies off shelves, others in the U.S. are on a mission to purchase firearms. More via @bopinion: https://t.co/5dISAZNcE7 #coronavirus #COVID2019 https://t.co/Pc11MyM4TD VIA @QuickTake",Negative
6237,51189,Nigeria,17-03-2020,"?? Panic buying is not limited to supermarkets and pharmacies. While food flies off shelves, others with a survivalist bent are on a mission to purchase firearms. More via @bopinion: https://t.co/vOr0NYCzcm #coronavirus #COVID2019 https://t.co/1uaEeSnnC3 VIA @QuickTake",Negative
6238,51190,DC,17-03-2020,"Any news on mortgage companies, car finance or crediit card companys offering consumer help to those who have lost their jobs due to #coronavirus shutdowns?  @NewRezHQ @Jeep @BankofAmerica @Citibank",Positive
6239,51191,United States,17-03-2020,I hope we can honor the grocery store workers like we did the first responders of 9/11 #coronavirus #COVID?19,Positive
6240,51192,England,17-03-2020,"I despair of how people are behaving right now.  My baby granddaughter has a life threatening food intolerance, now even her free from food is being panic bought.  Those panic buying should be ashamed of themselves.  Selfish arseholes???! #coronavirus",Negative
6241,51193,,17-03-2020,Do not eat all ur stock food in a day! Reminder that we are in a quarantine and not in an eat-all-u-can. Thanks ? #coronavirus,Positive
6242,51194,Minneapolis,17-03-2020,"Amid the #COVID19 outbreak, Minnesotas Fortune 500 companies are dusting off their contingency plans to meet consumer demand for goods. https://t.co/1rPHVcyWLM",Negative
6243,51195,,17-03-2020,@Miridunn Then the food ran out. They hadn't gone to work. No money for the supermarket. #Covid_19,Negative
6244,51196,,17-03-2020,"#Supermarkets have #stock for six months, then no more imported food on the shelves. #COVID_19.",Negative
6245,51197,"Detroit, MI",17-03-2020,"So what about us retail workers, whos employers dont care and were forced to come into work in order to keep our job? Keep pharmacies open and close the store. Us cashiers and our health matters too ya know. ? #coronavirus #COVID19",Positive
6246,51198,"Norfolk, VA",17-03-2020,Shout out to all the grocery store and other similar retail locations out there in the world dealing with all the assholes. You're the heros we didn't know we needed. #coronapocolypse #coronavirus,Negative
6247,51199,"Northridge, Ca",17-03-2020,Everyone in the grocery store business....Thank You ?? #coronavirus,Positive
6248,51200,UK: Isle of Wight,17-03-2020,"I haven't had an online #rant about this whole #COVID2019 thing, but my heart goes out to the #elderly &amp; #pregnant women who can't get the #supplies they need.



The #young and #healthy have made it their #mission to empty supermarket shelves and leave others with nothing.



#shame",Negative
6249,51201,USA ,17-03-2020,#CONSUMER #ALERT: AG Paxton Reminds #Texans to Be Aware of Cyber #Scams During #Coronavirus (#COVID-19) #Emergency @TXAG https://t.co/b5Ko7ez57e,Neutral
6250,51202,USA ,17-03-2020,#Consumer Protection | #SCAM #ALERT: SCAMMERS ARE TAKING ADVANTAGE OF #CORONAVIRUS FEARS @GovHawaii https://t.co/Dxu4rN7pzN,Negative
6251,51203,Search for a better life,17-03-2020,"@YaHalaShow #??? #??? @citizenaccount @cnnarabic @spagov #Covid_19 

Financial compensation provided by Saudi government to citizens &amp; residents

Because of economic paralysis &amp; high prices &amp; funding is interrupted

cause of #Corona virus c",Negative
6252,51204,University of Melbourne,17-03-2020,"The coronavirus pandemic is only the latest shock to supply chains that stock our supermarket shelves, but #COVID?19 is a wake-up call to businesses in terms of the costs of being under-prepared for risks, says Associate Professor William Ho.



Read more: https://t.co/ikMzr8OZ4B https://t.co/7VnN7Alckw",Negative
6253,51205,Oman,17-03-2020,"Impact of low oil prices and COVID-19 - message from the Chairman, United Securities https://t.co/dnQU5Pgorl via @YouTube #CoronavirusOutbreak #oman #muscat #unitedsecurities #Oil #COVID2019 #EconomyCrisis",Positive
6254,51206,"Hamilton, Ontario",17-03-2020,"The most vulnerable in our community can get their shopping done in peace 



#HamOnt #covidontario



https://t.co/aAll3jnUPO",Positive
6255,51207,"Salt Lake City, UT",17-03-2020,Bulletin 2020-1: Coverage for COVID-19 https://t.co/rcY9QiulOJ https://t.co/in5SbK9dIa,Neutral
6256,51208,South Asia,17-03-2020,"??#FactCheck 



Claim: well-stocked vegan food shelf while other food items are cleared out amid a round of panic buying during the novel #coronavirus 



Reality: 2017 photo about panic buying after Hurricane Harvey made landfall in the US.

https://t.co/d2ao7UdDxE",Negative
6257,51209,MoFallon,17-03-2020,"I have never had so much anxiety about going to the grocery store. Its not about the crowds, any people, its about the fact that I see all these shelves empty. Thats the worrisome part. My family has what we need, I worry about the families I dont. #Coronavirus",Negative
6258,51210,Sydney - Australia,17-03-2020,"STOCKING UP MY FREEZER

It is time to stock up your freezer with FOOD and stop buying Toilet Paper.



#stockup #stockingup #coronavirus #notoiletpaper #toiletpaper #food #fightcoronavirus? @ Vincenzo's Plate https://t.co/uKJr1tftWH",Negative
6259,51211,MILAN STANKOVIC-Serbia-????? ?????????,17-03-2020,"Leave the house only if you have real needs ... go strictly to the pharmacy or supermarket ! 

#COVID2019 

#StayAtHome 



I LOVE YOU !",Positive
6260,51212,"San Jose, CA",17-03-2020,#ChipChirps from #VLSIresearch's app. VLSI's Coronavirus #SemiconductorMarket Watch. Week+5: Last weeks #IC Sales were down 18% with units at -19% over their 5-year TMA in week+5 of the #Coronavirus pandemic.1 Prices crawled up 2%. #semiconductor #covid19 #covid_19 #chipmarket,Neutral
6261,51213,"?????, ????",17-03-2020,"GM Guys.... Get ready for *Stock Market* shopping festival !! Unlimited period offer... 

Online partner: BSE and NSE

Main Sponsor: COVID 19",Positive
6262,51214,"Mumbai, India",17-03-2020,"Scary. Gun sales gone up in #USA amid #CoronavirusOutbreak . Due to food shortage, people expect a kind of civil unrest and that's why they stock up on arms and ammunitions too. #CoronavirusPandemic #coronavirus #LosAngeles #CoronavirusOutbreak #gunsales #guns https://t.co/psWkn6A7sX",Negative
6263,51215,,17-03-2020,"Some links for you to deal with this situation (thread): COVID-19 Lockdown Guide: How to Manage Anxiety and Isolation During Quarantine #COVID19 #MentalHealthMatters 

https://t.co/JilEdZHZg0",Negative
6264,51216,Los Angeles,17-03-2020,"@ABC2020 #askabc2020 hand sanitizers are antibacterial and not antiviral. COVID-19 is a virus, not a bacteria. Antibacterial and antibiotics won't work. Why is everyone blowing this way out of proportion? Who benefits out of all this fear, panic and hyste",Positive
6265,51217,Mind your business,17-03-2020,"Retail is absolutely nuts right now. The virus is one, but so many additional problems are going to be caused by peoples behaviour. #StopPanicBuying #coronavirus",Negative
6266,51218,"Galway, Ireland",17-03-2020,"@StateBank_Pak Decent decision in the wake of deceleration in prices. But surprising to see @StateBank_Pak weak stance/statement on fiscal slippages. 

@AishaGPasha @fawadchaudhry

#energy #circulardebt #SOElosses #privatization #COVID2019 #coronavirusi",Negative
6267,51219,,17-03-2020,"Cant believe Ive just gone to order my tesco online shopping and there isnt a single pack of fresh chicken! Along with pasta, toilet roll, hand soap and more! Cant believe how #Coronavirus has shown such an grotesque side of society! Greedy selfish bastards! #coronavirusuk",Negative
6268,51220,"Penang ,Malaysia",17-03-2020,"While everyone panic about the food during restrictions of movement (bcuz of covid-19), I'm worried about my studies problems ?",Negative
6269,51221,Santa Pola,17-03-2020,"Lockdown, day 4: Going to the supermarket. It took me 5 days to go outside because I had enough food. My town #santapola?? looks a ghost village. ? I feel in a horror film but it's quite real. 

#stayathome #quedateencasa #stopcovid19???? #covid_19 #España?? #spain?? #vamos?? https://t.co/2Ytl4atqci",Negative
6270,51222,"Georgia, USA",17-03-2020,So no gatherings of more than 10 people? Yet I work in a grocery store with 30-40 coworkers and hundreds of customers and LOADS of germs ???.... #stayhomechallenge #SocialDistancing #COVID2019,Negative
6271,51223,Neustadt an der Weinstraße,17-03-2020,"Me in the grocery store: Why didn't they buy nuts? Nuts are healthy. 

My mom: Don't tell them that or we don't have nuts anymore. #coronavirus #COVID2019 #whyarepeoplelikethat",Negative
6272,51224,India,17-03-2020,"Should one spit for consumer genomics test during COVID-19 outbreak? Check my article!

#coronavirus #COVID19 #Genomics

#publichealth #Genomics #RETWEEET #genetics #CoronaVirusUpdates #COVID2019

COVID-19 &amp; Shakeout In Consumer Genomics

https://t.co/wmEKCsGkou",Negative
6273,51225,Dubai,17-03-2020,"Honestly, shame on the companies that believe sky rocketing prices of sanitizer is the humane and morally appropriate thing to do. Profiting of a global health crisis just portrays your companys poor value system. #COVID2019",Negative
6274,51226,"Kingston upon Thames, London",17-03-2020,"Instead of stripping the supermarket shelves bare - those who can afford it could perhaps start using delivery apps to support their local restaurants.  



Let's all try and help each other in any way we can.



#COVID2019 #InItTogether #PanicBuying @Deliveroo @JustEatUK https://t.co/ljAaPow1KK",Positive
6275,51227,"Coleraine, N. Ireland",17-03-2020,"COVID-19: All Vineyard Compassion projects are now temporarily closed, except for limited emergency provision (Causeway Foodbank, RESET social supermarket etc)



Click below for the full Vineyard Compassion update

https://t.co/IN7k01XmuN https://t.co/be2YsLAyiO",Positive
6276,51228,"Reno, NV",17-03-2020,"To those buying up baby wipes, formula amid the Covid-19 panic; leave these items for the babies. No mother should have to worry about having enough food their infant can tolerate because someone afraid of running out of milk for a week decided it was an appropriate substitute.",Negative
6277,51229,"Jhb, South Africa",17-03-2020,"@PresidencyZA what are you doing to stop these ridiculous prices increases on these essential items (hand sanitizers, masks, etc) #Covid_19 @Abramjee",Negative
6278,51230,Auckland New Zealand,17-03-2020,"Went to Countdown supermarket this morn, was good to see that all staff were taking precautions and wearing disposable gloves while dealing with the public. 



#Covid_19 #PreventCoronaVirus",Positive
6279,51231,,17-03-2020,I do not expect to get through this horrible pandemic without getting sick at some point. A supermarket employee explains what its like in the coronavirus trenches.  https://t.co/ZxPYae28fY,Neutral
6280,51232,Elwynn Forest,17-03-2020,"My 88-year-old mother took the trouble to write to me to request that I not visit her on the Christian holiday of Easter, because I work in a supermarket and she's afraid I will infect her with COVID-19...",Neutral
6281,51233,"7511 New Market Street, Tumwater, Washington 98501",17-03-2020,"In an effort to prevent the spread of the COVID-19 virus, the Department of Enterprise Services Surplus Operations retail store is closed to the public until further notice.",Neutral
6282,51234,staffordshire,17-03-2020,"People are just selfish, Stop stock piling food, people like me who are trying to buy stuff normally cannot find essentials to make our dinner with, important part of a chilli is mince, but can I find any on the shelf in any shop #coronavirus #selfish",Negative
6283,51235,"Augusta, Georgia",17-03-2020,"All Hot Topic stores will be closed for a period of time due to health concerns. During this time, all store employees will be paid. https://t.co/4gJrC7Y5rQ",Neutral
6284,51236,"Spartanburg, SC",17-03-2020,Deputies said the caller was asking for personal information under the guise of checking to see if they were eligible for a coronavirus test kit. https://t.co/5MZcxXJPVy,Neutral
6285,51237,Beckley/Princeton/Lewisburg,17-03-2020,"Similac is not offering free products through its consumer relations line. 

https://t.co/t0zXe0XJCf",Negative
6286,51238,,17-03-2020,"Since COVID-19 news has permeated the media, noticeable behavioral shifts have taken hold. https://t.co/yjsg3gMPEX",Neutral
6287,51239,"London, UK",17-03-2020,self-isolating and watching masterchef. They should do a covid-19 special where they have to come up with a dish with what is left over at the local supermarket ?,Positive
6288,51240,UK,17-03-2020,"It's the end of our Winter Season, so now using our sourcing and logistics experience to supply anti bacterial Wipes to a Council for their response -  500 units supplied to date with another 600 units in train. All at our normal (low) prices. #COVID2019 



https://t.co/z5FacnRXg6 https://t.co/4jGEVO7era",Negative
6289,51241,"San Antonio, TX",17-03-2020,This morning at HEB (Texas grocery store) was chaos. A woman approached me in a mask desperate bc she couldnt find condiments (shed walked past the aisle 3 times). The workers are trying to be calm but their stress is palpable. Ppl are panicking and I am afraid. #coronavirus,Negative
6290,51242,"Williamsport, MD",17-03-2020,"This #coronavirus is scary and crazy. To keep everyone involved safe, our retail store will temporarily be only curbside pick-up orders. Thank you all for understanding! https://t.co/BoXFJcGupm",Negative
6291,51243,UK,17-03-2020,"NEWS: How #Coronavirus is affecting the UK car industry:



?Car factory shutdowns across the globe

?Consumer events cancelled or postponed

?Car manufacturers producing ventilators for the NHS

?2.9% drop in car sales



Here's everything you need to know: https://t.co/pBi3ZZqhU7 https://t.co/YqwlMRPXG1",Negative
6292,51244,,17-03-2020,Was just told that the meat department in a local grocery store were told to raise the prices of hamburger because of the #coronavirus rush?,Neutral
6293,51245,,17-03-2020,"https://t.co/LoWLtUgUUz



mass hysteria media hype and pure stupidity #CoronavirusOutbreak #coronavirus #coronapocalypse #COVID2019",Negative
